date,event_name,venue,gender,match_type,winner,won_by_runs,won_by_wickets,player_of_match,toss_winner,toss_decision,batting_first_team,batting_first_runs,batting_first_wickets,batting_first_overs,batting_second_team,batting_second_runs,batting_second_wickets,batting_second_overs,target_runs,target_overs,file_name
7/1/2004,NatWest Series,Headingley,male,ODI,England,,7,SJ Harmison,England,field,West Indies,159,10,40.1,England,160,3,22,160,50,66306.json
7/6/2004,NatWest Series,Lord's,male,ODI,West Indies,,7,CH Gayle,West Indies,field,England,285,7,50,West Indies,286,3,49.1,286,50,66309.json
7/10/2004,NatWest Series,Lord's,male,ODI,New Zealand,107,,DL Vettori,West Indies,field,New Zealand,266,10,49.2,West Indies,159,10,41.2,267,50,66311.json
7/17/2004,Asia Cup,Sinhalese Sports Club,male,ODI,Pakistan,76,,Yasir Hameed,Pakistan,bat,Pakistan,257,6,50,Bangladesh,181,10,45.2,258,50,65708.json
7/21/2004,Asia Cup,R.Premadasa Stadium,male,ODI,Sri Lanka,,7,DNT Zoysa,Pakistan,bat,Pakistan,122,10,39.5,Sri Lanka,123,3,32,123,50,65713.json
7/23/2004,Asia Cup,R.Premadasa Stadium,male,ODI,Sri Lanka,,10,ST Jayasuriya,Bangladesh,bat,Bangladesh,190,9,50,Sri Lanka,191,0,33.3,191,50,65714.json
7/27/2004,Asia Cup,R.Premadasa Stadium,male,ODI,India,4,,V Sehwag,India,bat,India,271,6,50,Sri Lanka,267,9,50,272,50,65716.json
8/1/2004,Asia Cup,R.Premadasa Stadium,male,ODI,Sri Lanka,25,,MS Atapattu,Sri Lanka,bat,Sri Lanka,228,9,50,India,203,9,50,229,50,65718.json
8/21/2004,Videocon Cup,VRA Cricket Ground,male,ODI,Pakistan,66,,Shoaib Malik,India,field,Pakistan,192,6,33,India,127,10,27,194,33,66374.json
8/23/2004,Videocon Cup,VRA Cricket Ground,male,ODI,,,,,Australia,bat,Australia,175,7,31.4,,,,,,,66375.json
8/28/2004,South Africa tour of Sri Lanka,Rangiri Dambulla International Stadium,male,ODI,Sri Lanka,,7,KC Sangakkara,Sri Lanka,field,South Africa,235,7,50,Sri Lanka,236,3,46.1,236,50,64905.json
8/31/2004,South Africa tour of Sri Lanka,Sinhalese Sports Club,male,ODI,Sri Lanka,49,,UDU Chandana,South Africa,field,Sri Lanka,308,8,50,South Africa,259,10,48.1,309,50,64906.json
9/1/2004,India tour of England,Trent Bridge,male,ODI,England,,7,AG Wharf,England,field,India,170,10,43.5,England,171,3,32.2,171,50,65032.json
9/3/2004,India tour of England,Kennington Oval,male,ODI,England,70,,A Flintoff,India,field,England,307,5,50,India,237,10,46.3,308,50,65033.json
9/4/2004,Pakistan tour of England,Lord's,male,ODI,Australia,10,,A Symonds,Pakistan,field,Australia,269,6,50,Pakistan,259,10,48.2,270,50,66377.json
9/5/2004,India tour of England,Lord's,male,ODI,India,23,,SC Ganguly,India,bat,India,204,10,49.3,England,181,10,48.2,205,50,65034.json
9/10/2004,ICC Champions Trophy,Edgbaston,male,ODI,England,152,,PD Collingwood,Zimbabwe,field,England,299,7,50,Zimbabwe,147,10,39,300,50,66196.json
9/10/2004,ICC Champions Trophy,Kennington Oval,male,ODI,New Zealand,210,,NJ Astle,United States of America,field,New Zealand,347,4,50,United States of America,137,10,42.3,348,50,66197.json
9/11/2004,ICC Champions Trophy,The Rose Bowl,male,ODI,India,98,,SC Ganguly,Kenya,field,India,290,4,50,Kenya,192,7,50,291,50,66198.json
9/13/2004,ICC Champions Trophy,The Rose Bowl,male,ODI,Australia,,9,MS Kasprowicz,Australia,field,United States of America,65,10,24,Australia,66,1,7.5,66,50,66200.json
9/14/2004,ICC Champions Trophy,Kennington Oval,male,ODI,Sri Lanka,,4,E Chigumbura,Sri Lanka,field,Zimbabwe,191,10,49.1,Sri Lanka,195,6,43.5,192,50,66201.json
9/14/2004,ICC Champions Trophy,Edgbaston,male,ODI,Pakistan,,7,Shahid Afridi,Pakistan,field,Kenya,94,10,32,Pakistan,95,3,18.4,95,50,66202.json
9/15/2004,ICC Champions Trophy,The Rose Bowl,male,ODI,West Indies,138,,CH Gayle,Bangladesh,field,West Indies,269,3,50,Bangladesh,131,10,39.3,270,50,66203.json
9/16/2004,ICC Champions Trophy,Kennington Oval,male,ODI,Australia,,7,A Symonds,Australia,field,New Zealand,198,9,50,Australia,199,3,37.2,199,50,66204.json
9/17/2004,ICC Champions Trophy,The Rose Bowl,male,ODI,England,49,,A Flintoff,Sri Lanka,field,England,251,7,50,Sri Lanka,95,5,24,145,24,66205.json
9/18/2004,ICC Champions Trophy,Kennington Oval,male,ODI,West Indies,,5,RR Sarwan,West Indies,field,South Africa,246,6,50,West Indies,249,5,48.5,247,50,66206.json
9/19/2004,ICC Champions Trophy,Edgbaston,male,ODI,Pakistan,,3,Yousuf Youhana,Pakistan,field,India,200,10,49.5,Pakistan,201,7,49.2,201,50,66207.json
9/21/2004,ICC Champions Trophy,Edgbaston,male,ODI,England,,6,MP Vaughan,England,field,Australia,259,9,50,England,262,4,46.3,260,50,66208.json
9/22/2004,ICC Champions Trophy,The Rose Bowl,male,ODI,West Indies,,7,RR Sarwan,Pakistan,bat,Pakistan,131,10,38.2,West Indies,132,4,28.1,132,50,66209.json
9/25/2004,ICC Champions Trophy,Kennington Oval,male,ODI,West Indies,,2,IDR Bradshaw,West Indies,field,England,217,10,49.4,West Indies,218,8,48.5,218,50,66210.json
9/30/2004,Paktel Cup,Multan Cricket Stadium,male,ODI,Pakistan,144,,Abdul Razzaq,Pakistan,bat,Pakistan,292,7,50,Zimbabwe,148,10,38.3,293,50,66378.json
10/3/2004,Paktel Cup,Arbab Niaz Stadium,male,ODI,Pakistan,,3,Younis Khan,Pakistan,field,Zimbabwe,252,4,50,Pakistan,258,7,48.1,253,50,66379.json
10/6/2004,Paktel Cup,National Stadium,male,ODI,Pakistan,,8,Shoaib Malik,Sri Lanka,bat,Sri Lanka,232,9,50,Pakistan,233,2,48.4,233,50,66380.json
10/9/2004,Paktel Cup,Rawalpindi Cricket Stadium,male,ODI,Sri Lanka,,7,MF Maharoof,Sri Lanka,field,Zimbabwe,104,10,33,Sri Lanka,108,3,18.1,105,50,66381.json
10/16/2004,Paktel Cup,Gaddafi Stadium,male,ODI,Sri Lanka,119,,KC Sangakkara,Pakistan,field,Sri Lanka,287,7,50,Pakistan,168,10,38,288,50,66383.json
11/2/2004,New Zealand tour of Bangladesh,MA Aziz Stadium,male,ODI,New Zealand,138,,CL Cairns,New Zealand,bat,New Zealand,224,10,49.2,Bangladesh,86,10,31.5,225,50,64907.json
11/28/2004,England tour of Zimbabwe,Harare Sports Club,male,ODI,England,,5,IR Bell,England,field,Zimbabwe,195,10,49.3,England,197,5,47.4,196,50,64910.json
12/1/2004,England tour of Zimbabwe,Harare Sports Club,male,ODI,England,161,,KP Pietersen,England,bat,England,263,6,50,Zimbabwe,102,10,36,264,50,64911.json
12/5/2004,England tour of Zimbabwe,Queens Sports Club,male,ODI,England,74,,GO Jones,England,bat,England,261,6,50,Zimbabwe,187,10,48.4,262,50,64913.json
12/5/2004,New Zealand tour of Australia,Docklands Stadium,male,ODI,New Zealand,,4,HJH Marshall,New Zealand,field,Australia,246,9,50,New Zealand,247,6,49.4,247,50,66385.json
12/8/2004,New Zealand tour of Australia,Sydney Cricket Ground,male,ODI,Australia,17,,GB Hogg,Australia,bat,Australia,261,7,50,New Zealand,244,10,47.1,262,50,66386.json
12/23/2004,India tour of Bangladesh,MA Aziz Stadium,male,ODI,India,11,,M Kaif,Bangladesh,field,India,245,8,50,Bangladesh,234,8,50,246,50,64914.json
12/27/2004,India tour of Bangladesh,Bangabandhu National Stadium,male,ODI,India,91,,V Sehwag,India,bat,India,348,5,50,Bangladesh,257,9,50,349,50,64917.json
1/19/2005,VB Series,Brisbane Cricket Ground,male,ODI,Pakistan,,6,Kamran Akmal,Pakistan,field,West Indies,273,5,50,Pakistan,274,4,47,274,50,65659.json
1/21/2005,VB Series,Brisbane Cricket Ground,male,ODI,,,,,West Indies,bat,West Indies,263,9,50,Australia,43,5,11,195,28,65660.json
1/23/2005,VB Series,Sydney Cricket Ground,male,ODI,Australia,,9,MJ Clarke,Australia,field,Pakistan,163,10,39.1,Australia,167,1,36.2,164,50,65661.json
1/24/2005,Zimbabwe tour of Bangladesh,MA Aziz Stadium,male,ODI,Zimbabwe,31,,BG Rogers,Zimbabwe,bat,Zimbabwe,237,5,50,Bangladesh,206,10,47.1,238,50,64919.json
1/26/2005,VB Series,Adelaide Oval,male,ODI,Australia,73,,B Lee,Australia,bat,Australia,269,8,50,West Indies,196,10,44.5,270,50,65662.json
1/30/2005,England tour of South Africa,The Wanderers Stadium,male,ODI,England,26,,MP Vaughan,England,field,South Africa,175,9,50,England,103,3,25.1,78,25.1,64922.json
1/30/2005,VB Series,W.A.C.A. Ground,male,ODI,Pakistan,,3,Abdul Razzaq,Australia,bat,Australia,265,10,50,Pakistan,268,7,47.2,266,50,65664.json
1/31/2005,Zimbabwe tour of Bangladesh,Bangabandhu National Stadium,male,ODI,Bangladesh,,8,Mohammad Rafique,Zimbabwe,bat,Zimbabwe,198,10,49,Bangladesh,202,2,33,199,50,64923.json
2/1/2005,VB Series,W.A.C.A. Ground,male,ODI,Pakistan,30,,Yousuf Youhana,West Indies,field,Pakistan,307,8,50,West Indies,277,10,48.1,308,50,65665.json
2/2/2005,England tour of South Africa,Mangaung Oval,male,ODI,,,,KP Pietersen,South Africa,field,England,270,5,50,South Africa,270,8,50,271,50,64924.json
2/4/2005,England tour of South Africa,St George's Park,male,ODI,South Africa,,3,GC Smith,England,bat,England,267,8,50,South Africa,270,7,49.1,268,50,64925.json
2/4/2005,VB Series,Melbourne Cricket Ground,male,ODI,Australia,18,,A Symonds,Australia,bat,Australia,237,10,49,Pakistan,219,9,50,238,50,65666.json
2/6/2005,England tour of South Africa,Newlands,male,ODI,South Africa,108,,HH Gibbs,England,field,South Africa,291,5,50,England,183,10,41.2,292,50,64926.json
2/9/2005,England tour of South Africa,Buffalo Park,male,ODI,South Africa,7,,JM Kemp,South Africa,bat,South Africa,311,7,50,England,304,8,50,312,50,64927.json
2/11/2005,England tour of South Africa,Kingsmead,male,ODI,,,,,South Africa,bat,South Africa,211,10,46.3,England,7,2,3.4,213,48,64928.json
2/13/2005,England tour of South Africa,SuperSport Park,male,ODI,South Africa,,3,KP Pietersen,South Africa,field,England,240,10,49.5,South Africa,241,7,49,241,50,64929.json
2/25/2005,Zimbabwe tour of South Africa,The Wanderers Stadium,male,ODI,South Africa,165,,MV Boucher,Zimbabwe,field,South Africa,301,7,50,Zimbabwe,136,10,37.2,302,50,64932.json
2/26/2005,Australia tour of New Zealand,Eden Park,male,ODI,Australia,86,,MJ Clarke,Australia,bat,Australia,264,5,50,New Zealand,178,10,41.5,265,50,64933.json
2/27/2005,Zimbabwe tour of South Africa,Kingsmead,male,ODI,South Africa,131,,GC Smith,Zimbabwe,field,South Africa,329,6,50,Zimbabwe,198,7,50,330,50,64934.json
3/1/2005,Australia tour of New Zealand,Basin Reserve,male,ODI,Australia,,7,AC Gilchrist,Australia,field,New Zealand,233,10,49.5,Australia,236,3,34.2,234,50,64935.json
3/2/2005,Zimbabwe tour of South Africa,St George's Park,male,ODI,South Africa,,5,JM Kemp,Zimbabwe,bat,Zimbabwe,206,8,50,South Africa,207,5,46.3,207,50,64936.json
4/5/2005,Pakistan tour of India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,male,ODI,India,58,,MS Dhoni,India,bat,India,356,9,50,Pakistan,298,10,44.1,357,50,64939.json
4/12/2005,Pakistan tour of India,Sardar Patel (Gujarat) Stadium,male,ODI,Pakistan,,3,Inzamam-ul-Haq,India,bat,India,315,6,48,Pakistan,319,7,48,316,48,64941.json
4/15/2005,Pakistan tour of India,Green Park,male,ODI,Pakistan,,5,Shahid Afridi,India,bat,India,249,6,50,Pakistan,252,5,42.1,250,50,64942.json
4/17/2005,Pakistan tour of India,Arun Jaitley Stadium,male,ODI,Pakistan,159,,Shoaib Malik,Pakistan,bat,Pakistan,303,8,50,India,144,10,37,304,50,64943.json
5/8/2005,South Africa tour of West Indies,Sabina Park,male,ODI,South Africa,,8,HH Dippenaar,South Africa,field,West Indies,152,7,50,South Africa,124,2,26.4,124,33,208835.json
5/15/2005,South Africa tour of West Indies,Queen's Park Oval,male,ODI,South Africa,,7,HH Dippenaar,South Africa,field,West Indies,138,7,20,South Africa,141,3,19.1,139,20,209339.json
5/18/2005,Pakistan tour of West Indies,Arnos Vale Ground,male,ODI,Pakistan,59,,Abdul Razzaq,West Indies,field,Pakistan,192,10,44.3,West Indies,133,10,45.2,193,50,209582.json
5/22/2005,Pakistan tour of West Indies,Daren Sammy National Cricket Stadium,male,ODI,Pakistan,22,,Shahid Afridi,West Indies,field,Pakistan,303,6,50,West Indies,281,10,49.3,304,50,209768.json
6/16/2005,NatWest Challenge,Kennington Oval,male,ODI,England,,10,ME Trescothick,England,field,Bangladesh,190,10,45.2,England,192,0,24.5,191,50,211244.json
6/18/2005,NatWest Challenge,Sophia Gardens,male,ODI,Bangladesh,,5,Mohammad Ashraful,Australia,bat,Australia,249,5,50,Bangladesh,250,5,49.2,250,50,211364.json
6/23/2005,NatWest Challenge,Riverside Ground,male,ODI,Australia,57,,A Symonds,England,field,Australia,266,5,50,England,209,9,50,267,50,211678.json
6/25/2005,NatWest Challenge,Old Trafford,male,ODI,Australia,,10,A Symonds,Australia,field,Bangladesh,139,10,35.2,Australia,140,0,18.5,140,50,211824.json
6/26/2005,NatWest Challenge,Headingley,male,ODI,England,,5,AJ Strauss,Bangladesh,bat,Bangladesh,208,7,50,England,209,5,38.5,209,50,211860.json
6/28/2005,NatWest Challenge,Edgbaston,male,ODI,,,,,Australia,bat,Australia,261,9,50,England,37,1,6,200,33,212020.json
6/30/2005,NatWest Challenge,St Lawrence Ground,male,ODI,Australia,,6,Shahriar Nafees,Australia,field,Bangladesh,250,8,50,Australia,254,4,48.1,251,50,212253.json
7/2/2005,NatWest Challenge,Lord's,male,ODI,,,,GO Jones,England,field,Australia,196,10,48.5,England,196,9,50,197,50,212452.json
7/12/2005,Australia tour of England and Scotland,Kennington Oval,male,ODI,Australia,,8,AC Gilchrist,Australia,field,England,228,7,50,Australia,229,2,34.5,229,50,213288.json
7/31/2005,Indian Oil Cup,Rangiri Dambulla International Stadium,male,ODI,India,,6,R Dravid,West Indies,bat,West Indies,178,10,47.4,India,180,4,36,179,50,214742.json
8/2/2005,Indian Oil Cup,Rangiri Dambulla International Stadium,male,ODI,Sri Lanka,50,,MF Maharoof,Sri Lanka,bat,Sri Lanka,241,6,50,West Indies,191,10,45.1,242,50,214852.json
8/6/2005,Indian Oil Cup,R.Premadasa Stadium,male,ODI,West Indies,33,,OAC Banks,West Indies,bat,West Indies,226,7,50,Sri Lanka,193,10,47,227,50,215134.json
8/17/2005,Asia XI tour of South Africa,SuperSport Park,male,ODI,Africa XI,2,,AG Prince,Asia XI,field,Africa XI,198,10,44.3,Asia XI,196,10,48.1,199,50,216271.json
8/21/2005,Asia XI tour of South Africa,Kingsmead,male,ODI,,,,Shoaib Akhtar,Africa XI,bat,Africa XI,106,10,32.5,Asia XI,8,2,3,107,48,216669.json
8/29/2005,Videocon Triangular Series,Harare Sports Club,male,ODI,India,161,,IK Pathan,Zimbabwe,field,India,226,6,50,Zimbabwe,65,10,24.3,227,50,217481.json
8/31/2005,Bangladesh tour of Sri Lanka,Sinhalese Sports Club Ground,male,ODI,Sri Lanka,88,,DPMD Jayawardene,Bangladesh,field,Sri Lanka,269,9,50,Bangladesh,181,9,50,270,50,217647.json
8/31/2005,Videocon Triangular Series,Harare Sports Club,male,ODI,New Zealand,27,,AM Blignaut,New Zealand,bat,New Zealand,238,10,49.1,Zimbabwe,211,10,48.4,239,50,217648.json
9/4/2005,Videocon Triangular Series,Harare Sports Club,male,ODI,India,,4,Yuvraj Singh,India,field,Zimbabwe,250,10,50,India,255,6,48.1,251,50,217979.json
9/6/2005,Videocon Triangular Series,Harare Sports Club,male,ODI,New Zealand,,6,NJ Astle,India,bat,India,276,10,49.3,New Zealand,278,4,48.1,277,50,218250.json
10/7/2005,ICC World XI tour of Australia,Docklands Stadium,male,ODI,Australia,55,,AC Gilchrist,Australia,bat,Australia,328,4,50,ICC World XI,273,10,45.3,329,50,221083.json
10/9/2005,ICC World XI tour of Australia,Docklands Stadium,male,ODI,Australia,156,,SR Watson,Australia,bat,Australia,293,5,50,ICC World XI,137,10,27.5,294,50,221337.json
10/25/2005,Sri Lanka tour of India,Vidarbha C.A. Ground,male,ODI,India,152,,R Dravid,India,bat,India,350,6,50,Sri Lanka,198,10,35.4,351,50,223018.json
10/28/2005,Sri Lanka tour of India,Punjab Cricket Association IS Bindra Stadium,male,ODI,India,,8,IK Pathan,India,field,Sri Lanka,122,10,35.4,India,123,2,20.2,123,50,223334.json
10/28/2005,New Zealand tour of South Africa,Newlands,male,ODI,South Africa,19,,L Vincent,South Africa,bat,South Africa,201,9,49.5,New Zealand,182,10,47.5,202,50,223335.json
10/30/2005,New Zealand tour of South Africa,St George's Park,male,ODI,South Africa,,4,HH Gibbs,South Africa,field,New Zealand,243,9,50,South Africa,245,6,49.2,244,50,223542.json
11/3/2005,Sri Lanka tour of India,Nehru Stadium,male,ODI,India,,4,AB Agarkar,India,field,Sri Lanka,261,10,49.5,India,262,6,45.4,262,50,223902.json
11/4/2005,New Zealand tour of South Africa,Kingsmead,male,ODI,,,,,South Africa,bat,South Africa,79,2,20,,,,,,,224044.json
11/6/2005,New Zealand tour of South Africa,SuperSport Park,male,ODI,South Africa,,5,AJ Hall,South Africa,field,New Zealand,215,10,49.3,South Africa,140,5,28.1,140,30,224227.json
11/6/2005,Sri Lanka tour of India,Sardar Patel (Gujarat) Stadium,male,ODI,Sri Lanka,,5,TM Dilshan,Sri Lanka,field,India,285,8,50,Sri Lanka,286,5,47.4,286,50,224231.json
11/9/2005,Sri Lanka tour of India,Madhavrao Scindia Cricket Ground,male,ODI,India,,7,RP Singh,India,field,Sri Lanka,196,10,42.5,India,197,3,34.5,197,50,224556.json
11/12/2005,Sri Lanka tour of India,Reliance Stadium,male,ODI,India,,5,IK Pathan,Sri Lanka,bat,Sri Lanka,244,9,50,India,245,5,39.3,245,50,225437.json
11/16/2005,South Africa tour of India,Rajiv Gandhi International Stadium,male,ODI,South Africa,,5,Yuvraj Singh,South Africa,field,India,249,9,50,South Africa,252,5,48.5,250,50,225959.json
11/28/2005,South Africa tour of India,Wankhede Stadium,male,ODI,India,,5,R Dravid,India,field,South Africa,221,6,50,India,224,5,47.3,222,50,226359.json
12/3/2005,Australia tour of New Zealand,Eden Park,male,ODI,Australia,147,,B Lee,New Zealand,field,Australia,252,8,50,New Zealand,105,10,27.4,253,50,226364.json
12/10/2005,England tour of Pakistan,Gaddafi Stadium,male,ODI,England,42,,AJ Strauss,England,bat,England,327,4,50,Pakistan,285,10,46.5,328,50,226352.json
12/15/2005,England tour of Pakistan,National Stadium,male,ODI,Pakistan,165,,Kamran Akmal,England,field,Pakistan,353,6,50,England,188,10,42,354,50,226354.json
12/21/2005,England tour of Pakistan,Rawalpindi Cricket Stadium,male,ODI,England,6,,JM Anderson,England,bat,England,206,9,50,Pakistan,200,9,50,207,50,226356.json
12/31/2005,Sri Lanka tour of New Zealand,John Davies Oval,male,ODI,New Zealand,,7,PG Fulton,New Zealand,field,Sri Lanka,164,10,47.2,New Zealand,166,3,37.2,165,50,226390.json
1/3/2006,Sri Lanka in New Zealand ODI Series,Jade Stadium,male,ODI,New Zealand,,5,WU Tharanga,New Zealand,field,Sri Lanka,255,7,50,New Zealand,256,5,48,256,50,226391.json
1/6/2006,Sri Lanka in New Zealand ODI Series,Westpac Stadium,male,ODI,New Zealand,21,,JS Patel,New Zealand,bat,New Zealand,224,9,50,Sri Lanka,203,10,46.4,225,50,226392.json
1/15/2006,VB Series,Brisbane Cricket Ground,male,ODI,South Africa,,5,SM Pollock,Australia,bat,Australia,228,10,49.5,South Africa,231,5,48.5,229,50,226375.json
1/17/2006,VB Series,Brisbane Cricket Ground,male,ODI,Sri Lanka,94,,KC Sangakkara,South Africa,field,Sri Lanka,282,6,50,South Africa,188,10,44.2,283,50,226383.json
1/20/2006,VB Series,Docklands Stadium,male,ODI,Australia,59,,B Lee,Australia,bat,Australia,245,10,49.2,South Africa,186,10,47,246,50,226376.json
1/22/2006,VB Series,Sydney Cricket Ground,male,ODI,Sri Lanka,51,,ST Jayasuriya,Sri Lanka,bat,Sri Lanka,309,7,50,Australia,258,10,50,310,50,226380.json
1/24/2006,VB Series,Adelaide Oval,male,ODI,South Africa,9,,HH Dippenaar,South Africa,bat,South Africa,263,5,50,Sri Lanka,254,8,50,264,50,226384.json
1/26/2006,VB Series,Adelaide Oval,male,ODI,Australia,,5,A Symonds,Sri Lanka,bat,Sri Lanka,218,8,50,Australia,219,5,48.3,219,50,226381.json
1/29/2006,VB Series,Western Australia Cricket Association Ground,male,ODI,Australia,,6,AC Gilchrist,Sri Lanka,bat,Sri Lanka,233,8,50,Australia,237,4,41,234,50,226382.json
1/31/2006,VB Series,Western Australia Cricket Association Ground,male,ODI,South Africa,,5,GC Smith,Sri Lanka,bat,Sri Lanka,221,10,47.4,South Africa,224,5,45.1,222,50,226385.json
2/3/2006,VB Series,Docklands Stadium,male,ODI,Australia,80,,MEK Hussey,Australia,bat,Australia,281,7,50,South Africa,201,9,50,282,50,226377.json
2/5/2006,VB Series,Sydney Cricket Ground,male,ODI,Australia,57,,AC Gilchrist,Australia,bat,Australia,344,6,50,South Africa,287,6,50,345,50,226378.json
2/6/2006,India in Pakistan ODI Series,Arbab Niaz Stadium,male,ODI,Pakistan,7,,Salman Butt,Pakistan,field,India,328,10,49.4,Pakistan,311,7,47,305,47,235831.json
2/7/2006,VB Series,Bellerive Oval,male,ODI,Sri Lanka,76,,HMCM Bandara,Sri Lanka,bat,Sri Lanka,257,9,50,South Africa,181,10,43.4,258,50,226386.json
2/10/2006,VB Series,Adelaide Oval,male,ODI,Sri Lanka,22,,KC Sangakkara,Sri Lanka,bat,Sri Lanka,274,8,50,Australia,252,10,49.1,275,50,236358.json
2/11/2006,India in Pakistan ODI Series,Rawalpindi Cricket Stadium,male,ODI,India,,7,IK Pathan,Pakistan,bat,Pakistan,265,10,49.2,India,266,3,43.1,266,50,236520.json
2/12/2006,VB Series,Sydney Cricket Ground,male,ODI,Australia,167,,A Symonds,Australia,bat,Australia,368,5,50,Sri Lanka,201,10,36,369,50,236595.json
2/13/2006,India in Pakistan ODI Series,Gaddafi Stadium,male,ODI,India,,5,MS Dhoni,India,field,Pakistan,288,8,50,India,292,5,47.4,289,50,236809.json
2/14/2006,VB Series,Brisbane Cricket Ground,male,ODI,Australia,,9,AC Gilchrist,Sri Lanka,bat,Sri Lanka,266,9,50,Australia,267,1,45.3,267,50,236963.json
2/16/2006,India in Pakistan ODI Series,Multan Cricket Stadium,male,ODI,India,,5,RP Singh,India,field,Pakistan,161,10,41.5,India,162,5,32.3,162,50,237222.json
2/18/2006,West Indies in New Zealand ODI Series,Westpac Stadium,male,ODI,New Zealand,81,,NJ Astle,New Zealand,bat,New Zealand,288,9,50,West Indies,207,10,47.3,289,50,237568.json
2/19/2006,India in Pakistan ODI Series,National Stadium,male,ODI,India,,8,Yuvraj Singh,India,field,Pakistan,286,8,49.5,India,287,2,46.5,287,50,237571.json
